"Notes"	"Year"	"Year Code"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
	"1980"	"1980"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	1612	7369190	21.9
	"1980"	"1980"	"10-14 years"	"10-14"	"Male"	"M"	"Black or African American"	"2054-5"	613	1351353	45.4
	"1980"	"1980"	"10-14 years"	"10-14"	"Male"	"M"	"Other Race"	"2131-1"	67	230818	29.0
	"1980"	"1980"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	2891	7734050	37.4
	"1980"	"1980"	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	757	1504109	50.3
	"1980"	"1980"	"15-19 years"	"15-19"	"Female"	"F"	"Other Race"	"2131-1"	105	231385	45.4
	"1980"	"1980"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	4664	8677221	53.7
	"1980"	"1980"	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	2015	1497744	134.5
	"1980"	"1980"	"15-19 years"	"15-19"	"Male"	"M"	"Other Race"	"2131-1"	326	244346	133.4
	"1980"	"1980"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	12866	9013319	142.7
	"1980"	"1980"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	1315	1433135	91.8
	"1980"	"1980"	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"	144	246887	58.3
	"1980"	"1980"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	5139	8975451	57.3
	"1980"	"1980"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	3854	1308760	294.5
	"1980"	"1980"	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	451	244998	184.1
	"1980"	"1980"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	17391	9109473	190.9
	"1980"	"1980"	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	3400	2267154	150.0
	"1980"	"1980"	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	405	536691	75.5
	"1980"	"1980"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	10395	15896091	65.4
	"1980"	"1980"	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	8013	1967134	407.3
	"1980"	"1980"	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	724	475052	152.4
	"1980"	"1980"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	27303	15939717	171.3
	"1980"	"1980"	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	4819	1487812	323.9
	"1980"	"1980"	"35-44 years"	"35-44"	"Female"	"F"	"Other Race"	"2131-1"	467	345585	135.1
	"1980"	"1980"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	15520	11231594	138.2
	"1980"	"1980"	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	8521	1235256	689.8
	"1980"	"1980"	"35-44 years"	"35-44"	"Male"	"M"	"Other Race"	"2131-1"	747	324532	230.2
	"1980"	"1980"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	28344	11009931	257.4
	"1980"	"1980"	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	9660	1257538	768.2
	"1980"	"1980"	"45-54 years"	"45-54"	"Female"	"F"	"Other Race"	"2131-1"	697	248249	280.8
	"1980"	"1980"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	38328	10285081	372.7
	"1980"	"1980"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	15156	1024110	1479.9
	"1980"	"1980"	"45-54 years"	"45-54"	"Male"	"M"	"Other Race"	"2131-1"	1010	210804	479.1
	"1980"	"1980"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	68306	9774005	698.9
	"1980"	"1980"	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	16536	1059334	1561.0
	"1980"	"1980"	"55-64 years"	"55-64"	"Female"	"F"	"Other Race"	"2131-1"	910	166618	546.2
	"1980"	"1980"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	90473	10325168	876.2
	"1980"	"1980"	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	24534	853941	2873.0
	"1980"	"1980"	"55-64 years"	"55-64"	"Male"	"M"	"Other Race"	"2131-1"	1556	147104	1057.8
	"1980"	"1980"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	158172	9150710	1728.5
	"1980"	"1980"	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	23728	776085	3057.4
	"1980"	"1980"	"65-74 years"	"65-74"	"Female"	"F"	"Other Race"	"2131-1"	1200	96689	1241.1
	"1980"	"1980"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	164322	7951329	2066.6
	"1980"	"1980"	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	29095	567030	5131.1
	"1980"	"1980"	"65-74 years"	"65-74"	"Male"	"M"	"Other Race"	"2131-1"	2272	93722	2424.2
	"1980"	"1980"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	246004	6095750	4035.7
	"1980"	"1980"	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	22371	360118	6212.1
	"1980"	"1980"	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	1373	44842	3061.9
	"1980"	"1980"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	240748	4456907	5401.7
	"1980"	"1980"	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	21046	227979	9231.6
	"1980"	"1980"	"75-84 years"	"75-84"	"Male"	"M"	"Other Race"	"2131-1"	2100	38420	5465.9
	"1980"	"1980"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	229619	2600489	8829.8
	"1980"	"1980"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	13115	106047	12367.2
	"1980"	"1980"	"85+ years"	"85+"	"Female"	"F"	"Other Race"	"2131-1"	1030	12596	8177.2
	"1980"	"1980"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	215691	1439899	14979.6
	"1980"	"1980"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	8534	53010	16098.8
	"1980"	"1980"	"85+ years"	"85+"	"Male"	"M"	"Other Race"	"2131-1"	1051	7751	13559.5
	"1980"	"1980"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	118549	620764	19097.3
	"1980"	"1980"	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	62	Not Applicable	Not Applicable
	"1980"	"1980"	"Not Stated"	"NS"	"Female"	"F"	"Other Race"	"2131-1"	4	Not Applicable	Not Applicable
	"1980"	"1980"	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	108	Not Applicable	Not Applicable
	"1980"	"1980"	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	103	Not Applicable	Not Applicable
	"1980"	"1980"	"Not Stated"	"NS"	"Male"	"M"	"Other Race"	"2131-1"	6	Not Applicable	Not Applicable
	"1980"	"1980"	"Not Stated"	"NS"	"Male"	"M"	"White"	"2106-3"	285	Not Applicable	Not Applicable
	"1981"	"1981"	"< 1 year"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	5306	278801	1903.1
	"1981"	"1981"	"< 1 year"	"1"	"Female"	"F"	"Other Race"	"2131-1"	480	56903	843.5
	"1981"	"1981"	"< 1 year"	"1"	"Female"	"F"	"White"	"2106-3"	13067	1433262	911.7
	"1981"	"1981"	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	6451	286154	2254.4
	"1981"	"1981"	"< 1 year"	"1"	"Male"	"M"	"Other Race"	"2131-1"	590	59701	988.3
	"1981"	"1981"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	17411	1514417	1149.7
	"1981"	"1981"	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	814	993390	81.9
	"1981"	"1981"	"1-4 years"	"1-4"	"Female"	"F"	"Other Race"	"2131-1"	92	206761	44.5
	"1981"	"1981"	"1-4 years"	"1-4"	"Female"	"F"	"White"	"2106-3"	2540	5290734	48.0
	"1981"	"1981"	"1-4 years"	"1-4"	"Male"	"M"	"Black or African American"	"2054-5"	1067	1010684	105.6
	"1981"	"1981"	"1-4 years"	"1-4"	"Male"	"M"	"Other Race"	"2131-1"	136	211916	64.2
	"1981"	"1981"	"1-4 years"	"1-4"	"Male"	"M"	"White"	"2106-3"	3397	5571794	61.0
	"1981"	"1981"	"5-9 years"	"5-9"	"Female"	"F"	"Black or African American"	"2054-5"	368	1206303	30.5
	"1981"	"1981"	"5-9 years"	"5-9"	"Female"	"F"	"Other Race"	"2131-1"	45	247540	18.2
	"1981"	"1981"	"5-9 years"	"5-9"	"Female"	"F"	"White"	"2106-3"	1437	6391813	22.5
	"1981"	"1981"	"5-9 years"	"5-9"	"Male"	"M"	"Black or African American"	"2054-5"	569	1226540	46.4
	"1981"	"1981"	"5-9 years"	"5-9"	"Male"	"M"	"Other Race"	"2131-1"	71	255621	27.8
	"1981"	"1981"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	2181	6732304	32.4
	"1981"	"1981"	"10-14 years"	"10-14"	"Female"	"F"	"Black or African American"	"2054-5"	389	1334273	29.2
	"1981"	"1981"	"10-14 years"	"10-14"	"Female"	"F"	"Other Race"	"2131-1"	43	249120	17.3
	"1981"	"1981"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	1540	7365354	20.9
	"1981"	"1981"	"10-14 years"	"10-14"	"Male"	"M"	"Black or African American"	"2054-5"	587	1352793	43.4
	"1981"	"1981"	"10-14 years"	"10-14"	"Male"	"M"	"Other Race"	"2131-1"	88	261104	33.7
	"1981"	"1981"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	2760	7737763	35.7
	"1981"	"1981"	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	677	1485022	45.6
	"1981"	"1981"	"15-19 years"	"15-19"	"Female"	"F"	"Other Race"	"2131-1"	116	252034	46.0
	"1981"	"1981"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	4232	8358812	50.6
	"1981"	"1981"	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	1856	1486964	124.8
	"1981"	"1981"	"15-19 years"	"15-19"	"Male"	"M"	"Other Race"	"2131-1"	294	272623	107.8
	"1981"	"1981"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	11310	8685102	130.2
	"1981"	"1981"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	1210	1460967	82.8
	"1981"	"1981"	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"	162	273119	59.3
	"1981"	"1981"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	5017	9070863	55.3
	"1981"	"1981"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	3469	1341468	258.6
	"1981"	"1981"	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	411	275394	149.2
	"1981"	"1981"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	16355	9241033	177.0
	"1981"	"1981"	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	3390	2412469	140.5
	"1981"	"1981"	"25-34 years"	"25-34"	"Female"	"F"	"Other Race"	"2131-1"	407	604805	67.3
	"1981"	"1981"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	10717	16565072	64.7
	"1981"	"1981"	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	8134	2105073	386.4
	"1981"	"1981"	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	746	542020	137.6
	"1981"	"1981"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	27859	16671082	167.1
	"1981"	"1981"	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	4687	1530190	306.3
	"1981"	"1981"	"35-44 years"	"35-44"	"Female"	"F"	"Other Race"	"2131-1"	507	390178	129.9
	"1981"	"1981"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	15439	11522519	134.0
	"1981"	"1981"	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	8496	1274148	666.8
	"1981"	"1981"	"35-44 years"	"35-44"	"Male"	"M"	"Other Race"	"2131-1"	731	363915	200.9
	"1981"	"1981"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	28678	11313440	253.5
	"1981"	"1981"	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	9092	1261047	721.0
	"1981"	"1981"	"45-54 years"	"45-54"	"Female"	"F"	"Other Race"	"2131-1"	729	268433	271.6
	"1981"	"1981"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	37542	10123744	370.8
	"1981"	"1981"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	14583	1030724	1414.8
	"1981"	"1981"	"45-54 years"	"45-54"	"Male"	"M"	"Other Race"	"2131-1"	1063	232708	456.8
	"1981"	"1981"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	66224	9662879	685.3
	"1981"	"1981"	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	16578	1076863	1539.5
	"1981"	"1981"	"55-64 years"	"55-64"	"Female"	"F"	"Other Race"	"2131-1"	960	187838	511.1
	"1981"	"1981"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	90586	10399038	871.1
	"1981"	"1981"	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	24199	863922	2801.1
	"1981"	"1981"	"55-64 years"	"55-64"	"Male"	"M"	"Other Race"	"2131-1"	1582	162408	974.1
	"1981"	"1981"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	156104	9223754	1692.4
	"1981"	"1981"	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	23086	793300	2910.1
	"1981"	"1981"	"65-74 years"	"65-74"	"Female"	"F"	"Other Race"	"2131-1"	1215	110260	1101.9
	"1981"	"1981"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	164797	8097086	2035.3
	"1981"	"1981"	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	28663	572173	5009.5
	"1981"	"1981"	"65-74 years"	"65-74"	"Male"	"M"	"Other Race"	"2131-1"	2239	101372	2208.7
	"1981"	"1981"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	244648	6215679	3936.0
	"1981"	"1981"	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	22241	376214	5911.8
	"1981"	"1981"	"75-84 years"	"75-84"	"Female"	"F"	"Other Race"	"2131-1"	1363	48856	2789.8
	"1981"	"1981"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	238524	4598379	5187.1
	"1981"	"1981"	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	20638	234990	8782.5
	"1981"	"1981"	"75-84 years"	"75-84"	"Male"	"M"	"Other Race"	"2131-1"	2080	41975	4955.3
