"country_name","country_code","year","gdp_pc_ppp"
"Iran, Islamic Rep.","IRN",1990,5615.04525692979
"Iraq","IRQ",1990,7253.54336447755
"Iceland","ISL",1990,21903.2454811431
"Israel","ISR",1990,13433.3097101571
"Italy","ITA",1990,18301.0175580944
"Jamaica","JAM",1990,4781.69326764211
"Jordan","JOR",1990,4565.91712802061
"Japan","JPN",1990,19229.6427316935
"Kazakhstan","KAZ",1990,8234.87407824187
"Kenya","KEN",1990,1537.00743619626
"Kyrgyz Republic","KGZ",1990,2247.98220781616
"Kiribati","KIR",1990,940.163076990263
"St. Kitts and Nevis","KNA",1990,9224.68401113441
"Korea, Rep.","KOR",1990,8610.68520991556
"Latin America & Caribbean (developing only)","LAC",1990,5812.95351998469
"Lao PDR","LAO",1990,1049.61513441433
"Lebanon","LBN",1990,5003.84255039497
"Liberia","LBR",1990,325.119412440089
"St. Lucia","LCA",1990,5162.09888405324
"Latin America & Caribbean (all income levels)","LCN",1990,5894.91126415509
"Least developed countries: UN classification","LDC",1990,825.399087304059
"Low income","LIC",1990,787.058970729913
"Sri Lanka","LKA",1990,2160.62045248826
"Lower middle income","LMC",1990,1860.04722305069
"Low & middle income","LMY",1990,2218.74859350045
"Lesotho","LSO",1990,845.456466256321
"Lithuania","LTU",1990,9323.88280190413
"Luxembourg","LUX",1990,32012.2269405655
"Latvia","LVA",1990,7829.09167095005
"Macao SAR, China","MAC",1990,23927.2050492197
"Morocco","MAR",1990,2523.71563285733
"Moldova","MDA",1990,4152.68000876146
"Madagascar","MDG",1990,1074.42872814705
"Middle East & North Africa (all income levels)","MEA",1990,6974.72158326137
"Mexico","MEX",1990,5986.55932622398
"Marshall Islands","MHL",1990,1908.64708005344
"Middle income","MIC",1990,2417.9543462586
"Macedonia, FYR","MKD",1990,5284.61817437721
"Mali","MLI",1990,711.811578719208
"Malta","MLT",1990,10940.2912480541
"Middle East & North Africa (developing only)","MNA",1990,4820.36345786828
"Mongolia","MNG",1990,2784.00186319246
"Mozambique","MOZ",1990,298.577615583483
"Mauritania","MRT",1990,2673.01449314174
"Mauritius","MUS",1990,4897.85044281237
"Malawi","MWI",1990,349.568729910104
"Malaysia","MYS",1990,6572.62789455959
"North America","NAC",1990,23560.9208771279
"Namibia","NAM",1990,3698.10362070189
"Niger","NER",1990,597.869112345358
"Nigeria","NGA",1990,1960.59605163552
"Nicaragua","NIC",1990,1993.64462822397
"Netherlands","NLD",1990,18740.0765878989
"High income: nonOECD","NOC",1990,11140.9439071917
"Norway","NOR",1990,17913.8788334238
"Nepal","NPL",1990,802.338701269498
"New Zealand","NZL",1990,14697.5974736304
"High income: OECD","OEC",1990,18360.6236262587
"OECD members","OED",1990,16556.2043289327
"Oman","OMN",1990,22769.3972760727
"Other small states","OSS",1990,3239.10142729106
"Pakistan","PAK",1990,1915.73395292623
"Panama","PAN",1990,4828.06792446838
"Peru","PER",1990,3415.77528923242
"Philippines","PHL",1990,2594.39741487284
"Papua New Guinea","PNG",1990,1039.48845250345
"Poland","POL",1990,6002.7036655368
"Puerto Rico","PRI",1990,16352.1336416885
"Portugal","PRT",1990,11198.2355537157
"Paraguay","PRY",1990,3872.28807030754
"Pacific island small states","PSS",1990,2609.87645213062
"Romania","ROU",1990,5193.42757099406
"Russian Federation","RUS",1990,8013.59757625382
"Rwanda","RWA",1990,553.590519269462
"South Asia","SAS",1990,1197.1475099931
"Saudi Arabia","SAU",1990,22798.3360289557
"Sudan","SDN",1990,1203.29830828071
"Senegal","SEN",1990,1201.07533583981
"Singapore","SGP",1990,22127.5435310388
"Solomon Islands","SLB",1990,1149.18572126397
"Sierra Leone","SLE",1990,862.413891347824
"El Salvador","SLV",1990,2881.66581101998
"Sub-Saharan Africa (developing only)","SSA",1990,1629.90343956144
"Sub-Saharan Africa (all income levels)","SSF",1990,1629.17228664032
"Small states","SST",1990,3987.03424852201
"Suriname","SUR",1990,6874.09146751241
"Sweden","SWE",1990,20099.4469184321
"Swaziland","SWZ",1990,3475.25889979813
"Seychelles","SYC",1990,9077.77331705647
"Chad","TCD",1990,719.050426859834
"Togo","TGO",1990,873.333836720182
"Thailand","THA",1990,4120.36811474147
"Tajikistan","TJK",1990,2351.93025071489
"Turkmenistan","TKM",1990,5404.21464912564
"Tonga","TON",1990,2312.08155557905
"Trinidad and Tobago","TTO",1990,8710.73589169673
"Tunisia","TUN",1990,3559.6445538938
"Turkey","TUR",1990,4444.21238128313
"Tuvalu","TUV",1990,1532.8393292698
"Tanzania","TZA",1990,944.449053329481
"Uganda","UGA",1990,496.036607528215
"Ukraine","UKR",1990,6797.78499171443
"Upper middle income","UMC",1990,2929.36782868415
"Uruguay","URY",1990,6221.96182001727
"United States","USA",1990,23954.5234213194
"Uzbekistan","UZB",1990,1968.81376389544
"St. Vincent and the Grenadines","VCT",1990,3700.80313782882
"Venezuela, RB","VEN",1990,9406.48837470851
"Vietnam","VNM",1990,971.181564976499
"Vanuatu","VUT",1990,1649.56332770911
"World","WLD",1990,5387.17085151819
"Samoa","WSM",1990,2366.22137258466
"Yemen, Rep.","YEM",1990,2226.37542367667
"South Africa","ZAF",1990,6705.01034828835
"Congo, Dem. Rep.","COD",1990,889.47655091685
"Zambia","ZMB",1990,1556.97786674432
"Zimbabwe","ZWE",1990,1637.86688492032
"Angola","AGO",1991,2710.88236930342
"Albania","ALB",1991,2081.34558154916
"Arab World","ARB",1991,6366.2154742405
"United Arab Emirates","ARE",1991,73296.879318739
"Armenia","ARM",1991,2225.32802303042
"Antigua and Barbuda","ATG",1991,11604.3982892637
"Australia","AUS",1991,17807.9577933837
"Austria","AUT",1991,20650.1753632122
"Azerbaijan","AZE",1991,5563.5279896038
"Burundi","BDI",1991,718.830133805558
"Belgium","BEL",1991,19966.3716335352
"Benin","BEN",1991,915.547167307851
"Burkina Faso","BFA",1991,601.613910954245
"Bangladesh","BGD",1991,835.777871686386
"Bulgaria","BGR",1991,5167.8435120209
"Bahrain","BHR",1991,25610.2970672141
"Bahamas, The","BHS",1991,15278.3044423329
"Belarus","BLR",1991,5335.72206204204
"Belize","BLZ",1991,3739.30261215266
"Bermuda","BMU",1991,26283.3750551072
"Bolivia","BOL",1991,2569.97228683579
"Brazil","BRA",1991,6671.36110533494
"Barbados","BRB",1991,8425.25489398203
"Brunei Darussalam","BRN",1991,51651.2591262944
"Bhutan","BTN",1991,1554.75326003192
"Botswana","BWA",1991,5648.11347948514
"Central African Republic","CAF",1991,506.670289929619
"Canada","CAN",1991,19974.00649599
"Central Europe and the Baltics","CEB",1991,6638.26108297316
"Switzerland","CHE",1991,27062.771287262
"Chile","CHL",1991,4849.84132738533
"China","CHN",1991,1071.31274222796
"Cote d'Ivoire","CIV",1991,2090.91043404237
"Cameroon","CMR",1991,1728.36113064306
"Congo, Rep.","COG",1991,3508.78421427475
"Colombia","COL",1991,5197.83044062673
"Comoros","COM",1991,950.499583423359
"Cabo Verde","CPV",1991,1067.59176531429
"Costa Rica","CRI",1991,4904.22689623523
"Caribbean small states","CSS",1991,5954.86320971985
"Cuba","CUB",1991,8014.62440882172
"Cyprus","CYP",1991,12495.8836790318
"Czech Republic","CZE",1991,11655.0135961086
"Germany","DEU",1991,20544.4835334242
"Djibouti","DJI",1991,1879.07542436508
"Dominica","DMA",1991,4484.05017773649
"Denmark","DNK",1991,19622.510830647
"Dominican Republic","DOM",1991,3493.86066810594
"Algeria","DZA",1991,6516.00744189146
"East Asia & Pacific (developing only)","EAP",1991,1520.31404892037
"East Asia & Pacific (all income levels)","EAS",1991,3378.5123163407
"Europe & Central Asia (developing only)","ECA",1991,4969.18800938423
"Europe & Central Asia (all income levels)","ECS",1991,11733.1632107081
"Ecuador","ECU",1991,5137.05849037835
"Egypt, Arab Rep.","EGY",1991,3995.26389491606
"Euro area","EMU",1991,17819.3142507653
"Spain","ESP",1991,14491.7854931386
"Ethiopia","ETH",1991,391.187322158456
"European Union","EUU",1991,15627.7270960171
"Fragile and conflict affected situations","FCS",1991,1368.50909697525
"Finland","FIN",1991,17333.4352638563
"Fiji","FJI",1991,3668.31597118136
"France","FRA",1991,18283.6011150404
"Micronesia, Fed. Sts.","FSM",1991,1934.45132413944
"Gabon","GAB",1991,13219.8075500069
"United Kingdom","GBR",1991,17853.9665259681
"Georgia","GEO",1991,4199.02423777808
"Ghana","GHA",1991,1294.46675355106
"Guinea","GIN",1991,733.171852819681
"Gambia, The","GMB",1991,1009.48785789281
"Guinea-Bissau","GNB",1991,1074.24090646484
"Equatorial Guinea","GNQ",1991,672.422746814575
"Greece","GRC",1991,14102.8487935871
"Grenada","GRD",1991,5111.63492289781
"Guatemala","GTM",1991,3598.31604563044
"Guyana","GUY",1991,2294.29472427398
"High income","HIC",1991,17530.6506730573
"Hong Kong SAR, China","HKG",1991,18905.8272427766
"Honduras","HND",1991,2151.39329650913
"Heavily indebted poor countries (HIPC)","HPC",1991,974.824747014723
"Hungary","HUN",1991,8256.30360441719
"Indonesia","IDN",1991,3073.07522830733
"India","IND",1991,1176.4237828731
"Ireland","IRL",1991,14002.586583485
"Iran, Islamic Rep.","IRN",1991,6405.62497278103
"Iraq","IRQ",1991,2620.6620075981
"Iceland","ISL",1991,22321.512467937
"Israel","ISR",1991,13863.6028824006
"Italy","ITA",1991,19187.8619154444
"Jamaica","JAM",1991,5144.70996095886
"Jordan","JOR",1991,4295.22122006712
"Japan","JPN",1991,20466.6666500313
"Kazakhstan","KAZ",1991,7524.83990874721
"Kenya","KEN",1991,1558.26001273751
"Kyrgyz Republic","KGZ",1991,2105.45470986993
"Kiribati","KIR",1991,912.65403418309
"St. Kitts and Nevis","KNA",1991,9526.92157872316
"Korea, Rep.","KOR",1991,9665.34860881714
"Latin America & Caribbean (developing only)","LAC",1991,6104.76047292103
"Lao PDR","LAO",1991,1098.54528113295
"Lebanon","LBN",1991,7016.24437584953
"Liberia","LBR",1991,293.250165755675
"St. Lucia","LCA",1991,5398.74050034445
"Latin America & Caribbean (all income levels)","LCN",1991,6194.69036456192
"Least developed countries: UN classification","LDC",1991,842.815469383477
"Low income","LIC",1991,797.675169727008
"Sri Lanka","LKA",1991,2300.85897579806
"Lower middle income","LMC",1991,1909.2492839753
"Low & middle income","LMY",1991,2297.0776273184
"Lesotho","LSO",1991,890.663413943792
"Lithuania","LTU",1991,9070.81956193831
"Luxembourg","LUX",1991,35458.925943843
"Latvia","LVA",1991,7103.39611342675
"Macao SAR, China","MAC",1991,24958.7340934729
"Morocco","MAR",1991,2753.28658826143
"Moldova","MDA",1991,3594.17375348837
"Madagascar","MDG",1991,1009.20041629608
"Middle East & North Africa (all income levels)","MEA",1991,7089.2205974275
"Mexico","MEX",1991,6314.02141943295
"Marshall Islands","MHL",1991,1925.57940284037
"Middle income","MIC",1991,2507.28377256645
"Macedonia, FYR","MKD",1991,5135.42705810555
"Mali","MLI",1991,732.000233745363
"Malta","MLT",1991,11890.7478538045
"Middle East & North Africa (developing only)","MNA",1991,4721.35551542574
"Mongolia","MNG",1991,2586.25187089166
"Mozambique","MOZ",1991,316.008612017585
"Mauritania","MRT",1991,2733.73957853221
"Mauritius","MUS",1991,5227.93482190905
"Malawi","MWI",1991,384.133075244208
"Malaysia","MYS",1991,7240.38060340556
"North America","NAC",1991,23961.4943420406
"Namibia","NAM",1991,3989.76827692909
"Niger","NER",1991,613.370551404831
"Nigeria","NGA",1991,1962.42800649786
"Nicaragua","NIC",1991,2007.60125533055
"Netherlands","NLD",1991,19680.4889068238
"High income: nonOECD","NOC",1991,11463.2007174914
"Norway","NOR",1991,18994.2854737585
"Nepal","NPL",1991,859.96825565619
"New Zealand","NZL",1991,14323.214534048
"High income: OECD","OEC",1991,19053.728521808
"OECD members","OED",1991,17170.6880373545
"Oman","OMN",1991,23961.2356005514
"Other small states","OSS",1991,3435.40725782896
"Pakistan","PAK",1991,2022.29830019912
"Panama","PAN",1991,5345.40884995999
"Peru","PER",1991,3535.66881858308
"Philippines","PHL",1991,2600.76908925451
"Palau","PLW",1991,10776.1990998565
"Papua New Guinea","PNG",1991,1147.79972427502
"Poland","POL",1991,5746.95168943255
"Puerto Rico","PRI",1991,16918.3830812803
"Portugal","PRT",1991,12104.2972659499
"Paraguay","PRY",1991,4035.40436926843
"Pacific island small states","PSS",1991,2637.02888897371
"Romania","ROU",1991,4714.21811876003
"Russian Federation","RUS",1991,7843.86377983375
"Rwanda","RWA",1991,576.834184869754
"South Asia","SAS",1991,1234.49773115142
"Saudi Arabia","SAU",1991,24879.0009916459
"Sudan","SDN",1991,1297.97990236165
"Senegal","SEN",1991,1233.93782614298
"Singapore","SGP",1991,23705.2803158408
"Solomon Islands","SLB",1991,1223.59224751014
"Sierra Leone","SLE",1991,909.581645908663
"El Salvador","SLV",1991,3037.60197385771
"Sub-Saharan Africa (developing only)","SSA",1991,1639.28804699814
"Sub-Saharan Africa (all income levels)","SSF",1991,1638.54053500426
"Small states","SST",1991,4190.06520872834
"Suriname","SUR",1991,7191.37705317377
"Sweden","SWE",1991,20391.0329182927
"Swaziland","SWZ",1991,3552.70790230421
"Seychelles","SYC",1991,9534.78496918434
"Chad","TCD",1991,781.226647825588
"Togo","TGO",1991,872.899514235701
"Thailand","THA",1991,4572.67713474977
"Tajikistan","TJK",1991,2207.268132613
"Turkmenistan","TKM",1991,5178.91902509927
"Tonga","TON",1991,2537.81054104056
"Trinidad and Tobago","TTO",1991,9180.75378237902
"Tunisia","TUN",1991,3746.00715678598
"Turkey","TUR",1991,4557.26419453364
"Tuvalu","TUV",1991,1631.39320833063
"Tanzania","TZA",1991,963.800020754803
"Uganda","UGA",1991,522.435791523244
"Ukraine","UKR",1991,6419.04380495761
"Upper middle income","UMC",1991,3058.60978548718
"Uruguay","URY",1991,6608.98163025254
"United States","USA",1991,24404.9948415098
"Uzbekistan","UZB",1991,1981.37910254171
"St. Vincent and the Grenadines","VCT",1991,3836.26798187199
"Venezuela, RB","VEN",1991,10411.804688216
"Vietnam","VNM",1991,1043.80942286773
"Vanuatu","VUT",1991,1709.42044404839
"World","WLD",1991,5553.55351358322
"Samoa","WSM",1991,2370.856775065
"Yemen, Rep.","YEM",1991,2327.62408611424
"South Africa","ZAF",1991,6716.87050366522
"Congo, Dem. Rep.","COD",1991,810.415755210016
"Zambia","ZMB",1991,1569.26270881068
"Zimbabwe","ZWE",1991,1740.64111502691
"Angola","AGO",1992,2499.27121121188
"Albania","ALB",1992,1987.55740279707
"Arab World","ARB",1992,6720.91627424001
"United Arab Emirates","ARE",1992,73435.9185668332
"Armenia","ARM",1992,1348.64811796835
"Antigua and Barbuda","ATG",1992,11776.8874191871
"Australia","AUS",1992,18200.8047529247
"Austria","AUT",1992,21327.0604266954
"Azerbaijan","AZE",1992,4338.15570562642
"Burundi","BDI",1992,725.872024457456
"Belgium","BEL",1992,20650.1375761174
"Benin","BEN",1992,929.042871080561
"Burkina Faso","BFA",1992,600.379410785926
"Bangladesh","BGD",1992,877.97915440827
"Bulgaria","BGR",1992,4954.22711384317
"Bahrain","BHR",1992,27246.1415538438
"Bahamas, The","BHS",1992,14746.8322357427
"Belarus","BLR",1992,4922.87910649901
"Belize","BLZ",1992,4207.38168691304
"Bermuda","BMU",1992,27062.095403408
"Bolivia","BOL",1992,2609.39195445219
"Brazil","BRA",1992,6684.26931063043
"Barbados","BRB",1992,8163.6429810426
"Brunei Darussalam","BRN",1992,53795.8713533439
"Bhutan","BTN",1992,1684.16026448366
"Botswana","BWA",1992,5780.85496462908
"Central African Republic","CAF",1992,473.617039364885
"Canada","CAN",1992,20352.5033358077
"Central Europe and the Baltics","CEB",1992,6551.25750237892
"Switzerland","CHE",1992,27364.182033536
"Chile","CHL",1992,5522.72286975596
"China","CHN",1992,1236.54096992921
"Cote d'Ivoire","CIV",1992,2064.03211656291
"Cameroon","CMR",1992,1663.92055980689
"Congo, Rep.","COG",1992,3587.54673218179
"Colombia","COL",1992,5478.91629539814
"Comoros","COM",1992,1029.99023435545
"Cabo Verde","CPV",1992,1181.0587431051
"Costa Rica","CRI",1992,5343.77568447859
"Caribbean small states","CSS",1992,6064.50359243979
"Cuba","CUB",1992,7198.88171225178
"Cyprus","CYP",1992,13615.1952906156
"Czech Republic","CZE",1992,11848.1822977616
"Germany","DEU",1992,21254.3903010311
"Djibouti","DJI",1992,1870.34213746701
"Dominica","DMA",1992,4671.71120525076
"Denmark","DNK",1992,20398.7050229865
"Dominican Republic","DOM",1992,3871.70874503924
"Algeria","DZA",1992,6626.5221156288
"East Asia & Pacific (developing only)","EAP",1992,1694.49192927409
"East Asia & Pacific (all income levels)","EAS",1992,3596.54897524423
"Europe & Central Asia (developing only)","ECA",1992,4696.41869368727
"Europe & Central Asia (all income levels)","ECS",1992,11736.0407176674
"Ecuador","ECU",1992,5245.05783808288
"Egypt, Arab Rep.","EGY",1992,4195.61697997739
"Euro area","EMU",1992,18352.3002702559
"Eritrea","ERI",1992,710.904632936254
"Spain","ESP",1992,14910.5848332036
"Ethiopia","ETH",1992,352.773836526213
"European Union","EUU",1992,16060.4971315317
"Fragile and conflict affected situations","FCS",1992,1453.10608131338
"Finland","FIN",1992,17043.1071820888
"Fiji","FJI",1992,3932.01690463753
"France","FRA",1992,18905.2000374374
"Micronesia, Fed. Sts.","FSM",1992,2004.86904967323
"Gabon","GAB",1992,12758.6687361894
"United Kingdom","GBR",1992,18293.0277726765
"Georgia","GEO",1992,2348.17315351989
"Ghana","GHA",1992,1337.24905638499
"Guinea","GIN",1992,730.437567596524
"Gambia, The","GMB",1992,1034.50654770369
"Guinea-Bissau","GNB",1992,1085.81466646708
"Equatorial Guinea","GNQ",1992,896.096089106391
"Greece","GRC",1992,14366.2154032148
"Grenada","GRD",1992,5172.71294616557
"Guatemala","GTM",1992,3769.66525245987
"Guyana","GUY",1992,2531.27411652302
"High income","HIC",1992,18060.3287285791
"Hong Kong SAR, China","HKG",1992,20370.8797867541
"Honduras","HND",1992,2261.81740841789
"Heavily indebted poor countries (HIPC)","HPC",1992,956.7330328063
"Hungary","HUN",1992,8188.95262074258
"Indonesia","IDN",1992,3313.06197622916
"India","IND",1992,1244.78418122048
"Ireland","IRL",1992,14699.9512068462
"Iran, Islamic Rep.","IRN",1992,6732.40529890379
"Iraq","IRQ",1992,3451.10765468442
"Iceland","ISL",1992,21784.5737301281
"Israel","ISR",1992,14660.8573876632
"Italy","ITA",1992,19775.5256548147
"Jamaica","JAM",1992,5327.30345104371
"Jordan","JOR",1992,4950.93755879871
"Japan","JPN",1992,21052.3219180675
"Kazakhstan","KAZ",1992,7293.6049614946
"Kenya","KEN",1992,1530.54537835664
"Kyrgyz Republic","KGZ",1992,1833.11132939971
"Kiribati","KIR",1992,948.871473507104
"St. Kitts and Nevis","KNA",1992,9981.23257560827
"Korea, Rep.","KOR",1992,10347.5104371033
"Latin America & Caribbean (developing only)","LAC",1992,6293.52973540999
"Lao PDR","LAO",1992,1152.34701816053
"Lebanon","LBN",1992,7314.77386538493
"Liberia","LBR",1992,198.291300796668
"St. Lucia","LCA",1992,5835.69658148764
"Latin America & Caribbean (all income levels)","LCN",1992,6405.53919701321
"Least developed countries: UN classification","LDC",1992,841.50054872025
"Low income","LIC",1992,782.763631377635
"Sri Lanka","LKA",1992,2434.46466217492
"Lower middle income","LMC",1992,1963.09651692388
"Low & middle income","LMY",1992,2395.86752095921
"Lesotho","LSO",1992,957.970444347206
"Lithuania","LTU",1992,7313.29339634813
"Luxembourg","LUX",1992,36439.8362607522
"Latvia","LVA",1992,5000.23198898293
"Macao SAR, China","MAC",1992,28286.6223795188
"Morocco","MAR",1992,2686.6469874707
"Moldova","MDA",1992,2604.28003759807
"Madagascar","MDG",1992,1013.32193563031
"Middle East & North Africa (all income levels)","MEA",1992,7501.67107859065
"Mexico","MEX",1992,6553.01831234545
"Marshall Islands","MHL",1992,2071.63302866059
"Middle income","MIC",1992,2623.11174190289
"Macedonia, FYR","MKD",1992,4936.61333141791
"Mali","MLI",1992,792.348347548037
"Malta","MLT",1992,12607.932953875
"Middle East & North Africa (developing only)","MNA",1992,4968.69779148679
"Mongolia","MNG",1992,2373.00469179769
"Mozambique","MOZ",1992,296.950889083735
"Mauritania","MRT",1992,1648.24053735815
"Mauritius","MUS",1992,5620.96846942671
"Malawi","MWI",1992,360.281199540072
"Malaysia","MYS",1992,7855.60783495253
"North America","NAC",1992,24979.0457136004
"Namibia","NAM",1992,4236.77517956014
"Niger","NER",1992,567.601628356244
"Nigeria","NGA",1992,1965.65303683199
"Nicaragua","NIC",1992,2011.38229447988
"Netherlands","NLD",1992,20318.3170582641
"High income: nonOECD","NOC",1992,11184.3837224203
"Norway","NOR",1992,19995.961069171
"Nepal","NPL",1992,892.560324614196
"New Zealand","NZL",1992,14695.2113993928
"High income: OECD","OEC",1992,19750.5455028231
"OECD members","OED",1992,17785.6311595375
"Oman","OMN",1992,25480.943529338
"Other small states","OSS",1992,3524.07655969441
"Pakistan","PAK",1992,2169.64941868831
"Panama","PAN",1992,5794.83100788331
"Peru","PER",1992,3527.48418384515
"Philippines","PHL",1992,2606.64518144751
"Palau","PLW",1992,10042.0048512762
"Papua New Guinea","PNG",1992,1303.74159925823
"Poland","POL",1992,6007.32674621143
"Puerto Rico","PRI",1992,17890.8321989985
"Portugal","PRT",1992,12524.8406053906
"Paraguay","PRY",1992,4093.64750682421
"Pacific island small states","PSS",1992,2784.88539526692
"Romania","ROU",1992,4435.36656829275
"Russian Federation","RUS",1992,6853.96988324743
"Rwanda","RWA",1992,665.539154680797
"South Asia","SAS",1992,1307.53240578738
"Saudi Arabia","SAU",1992,25816.5369933056
"Sudan","SDN",1992,1372.42583441481
"Senegal","SEN",1992,1239.16973428153
"Singapore","SGP",1992,25196.0723679443
"Solomon Islands","SLB",1992,1370.91443623309
"Sierra Leone","SLE",1992,757.467462084137
"El Salvador","SLV",1992,3289.19850750464
"Sub-Saharan Africa (developing only)","SSA",1992,1608.56166103453
"Sub-Saharan Africa (all income levels)","SSF",1992,1608.00116846861
"Small states","SST",1992,4280.63465777044
"Suriname","SUR",1992,7238.61161176249
"Slovak Republic","SVK",1992,6996.91236125184
"Sweden","SWE",1992,20493.6504532651
"Swaziland","SWZ",1992,3665.45422525823
"Seychelles","SYC",1992,10319.1008855618
"Chad","TCD",1992,836.244819512036
"Togo","TGO",1992,836.263576789294
"Thailand","THA",1992,5013.23564394629
"Tajikistan","TJK",1992,1572.24117922791
"Turkmenistan","TKM",1992,4377.08584853401
"Tonga","TON",1992,2598.90543728754
"Trinidad and Tobago","TTO",1992,9178.89520044319
"Tunisia","TUN",1992,4046.97966570039
"Turkey","TUR",1992,4860.81421458907
"Tuvalu","TUV",1992,1706.28037030844
"Tanzania","TZA",1992,958.887513227845
"Uganda","UGA",1992,534.018221671849
"Ukraine","UKR",1992,5911.63270490517
"Upper middle income","UMC",1992,3235.17696765951
"Uruguay","URY",1992,7243.31949940168
"United States","USA",1992,25492.9555501844
"Uzbekistan","UZB",1992,1757.89437461337
"St. Vincent and the Grenadines","VCT",1992,4211.54754021765
"Venezuela, RB","VEN",1992,11036.5691924823
"Vietnam","VNM",1992,1139.45731137633
"Vanuatu","VUT",1992,1742.15938811504
"World","WLD",1992,5711.73711419314
"Samoa","WSM",1992,2398.22769836047
"Yemen, Rep.","YEM",1992,2446.44234372196
"South Africa","ZAF",1992,6584.4186312506
"Congo, Dem. Rep.","COD",1992,712.804397157749
"Zambia","ZMB",1992,1540.61701689821
"Zimbabwe","ZWE",1992,1583.21805432932
"Angola","AGO",1993,1864.20643151084
"Albania","ALB",1993,2243.9182859309
"Arab World","ARB",1993,6968.31998151355
"United Arab Emirates","ARE",1993,72251.5741953732
"Armenia","ARM",1993,1289.10530299811
"Antigua and Barbuda","ATG",1993,12426.499970659
"Australia","AUS",1993,19141.2308228701
"Austria","AUT",1993,21769.2297067551
"Azerbaijan","AZE",1993,3364.03703594854
"Burundi","BDI",1993,682.747978485329
"Belgium","BEL",1993,20856.4497938245
"Benin","BEN",1993,969.869507737171
